Ёлемент	N	WL	I	Source	Ion
Er,	241024,	364.59299999999996,	80,	m,	2
Er,	241025,	365.039,	46,	m,	2
Er,	241026,	365.257,	32,	m,	2
Er,	241027,	365.286,	44,	m,	2
Er,	241028,	366.444,	32,	m,	1
Er,	241029,	366.901,	42,	m,	2
Er,	241030,	368.271,	44,	m,	2
Er,	241031,	368.401,	28,	m,	1
Er,	241032,	368.427,	34,	m,	2
Er,	241033,	369.264,	700,	m,	2
Er,	241034,	369.625,	40,	m,	2
Er,	241035,	369.768,	34,	m,	1
Er,	241036,	370.072,	48,	m,	2
Er,	241037,	370.76300000000003,	46,	m,	2
Er,	241038,	371.239,	46,	m,	2
Er,	241039,	371.931,	28,	m,	1
Er,	241040,	372.95500000000004,	120,	m,	2
Er,	241041,	373.127,	40,	m,	2
Er,	241042,	373.459,	24,	m,	2
Er,	241043,	373.818,	48,	m,	2
Er,	241044,	374.10900000000004,	30,	m,	2
Er,	241045,	374.265,	80,	m,	2
Er,	241046,	374.75300000000004,	80,	m,	1
Er,	241047,	375.605,	48,	m,	1
Er,	241048,	377.11,	24,	m,	2
Er,	241049,	378.103,	36,	m,	2
Er,	241050,	378.684,	160,	m,	2
Er,	241051,	378.79,	50,	m,	2
Er,	241052,	379.184,	50,	m,	2
Er,	241053,	379.281,	44,	m,	1
Er,	241054,	379.707,	50,	m,	2
Er,	241055,	381.033,	140,	m,	1
Er,	241056,	383.053,	320,	m,	2
Er,	241057,	384.991,	48,	m,	1
Er,	241058,	385.15999999999997,	28,	m,	2
Er,	241059,	385.839,	48,	m,	2
Er,	241060,	386.28200000000004,	600,	m,	1
Er,	241061,	388.06,	120,	m,	2
Er,	241062,	388.287,	100,	m,	2
Er,	241063,	389.06,	32,	m,	2
Er,	241064,	389.269,	340,	m,	1
Er,	241065,	389.625,	240,	m,	2
Er,	241066,	390.275,	65,	m,	2
Er,	241067,	390.544,	100,	m,	1
Er,	241068,	390.634,	850,	m,	2
Er,	241069,	391.805,	22,	m,	1
Er,	241070,	392.18899999999996,	22,	m,	2
Er,	241071,	393.228,	65,	m,	2
Er,	241072,	393.702,	260,	m,	1
Er,	241073,	393.865,	170,	m,	2
Er,	241074,	394.441,	260,	m,	1
Er,	241075,	394.807,	44,	m,	2
Er,	241076,	395.643,	26,	m,	1
Er,	241077,	396.635,	22,	m,	1
Er,	241078,	397.304,	220,	m,	1
Er,	241079,	397.36,	260,	m,	1
Er,	241080,	397.472,	110,	m,	2
Er,	241081,	397.674,	22,	m,	1
Er,	241082,	379.903,	65,	m,	1
Er,	241083,	398.233,	90,	m,	1
Er,	241084,	398.75300000000004,	22,	m,	1
Er,	241085,	398.76599999999996,	65,	m,	1
Er,	241086,	400.79699999999997,	1100,	m,	1
Er,	241087,	400.916,	22,	m,	2
Er,	241088,	401.258,	90,	m,	1
Er,	241089,	401.56100000000004,	28,	m,	2
Er,	241090,	402.052,	240,	m,	1
Er,	241091,	402.15500000000003,	36,	m,	1
Er,	241092,	404.397,	80,	m,	1
Er,	241093,	404.835,	22,	m,	2
Er,	241094,	405.54699999999997,	75,	m,	2
Er,	241095,	405.951,	44,	m,	1
Er,	241096,	405.981,	55,	m,	2
Er,	241097,	407.788,	34,	m,	1
Er,	241098,	408.121,	44,	m,	2
Er,	241099,	408.765,	280,	m,	1
Er,	241100,	409.29,	17,	m,	1
Er,	241101,	409.811,	85,	m,	1
Er,	241102,	411.63599999999997,	26,	m,	1
Er,	241103,	411.855,	26,	m,	1
Er,	241104,	413.15,	48,	m,	1
Er,	241105,	414.29200000000003,	44,	m,	2
Er,	241106,	415.11,	550,	m,	1
Er,	241107,	418.99899999999997,	22,	m,	2
Er,	241108,	419.071,	80,	m,	1
Er,	241109,	421.843,	110,	m,	1
Er,	241110,	422.099,	16,	m,	1
Er,	241111,	423.02,	26,	m,	2
Er,	241112,	423.476,	11,	m,	2
Er,	241113,	425.19300000000004,	16,	m,	2
Er,	241114,	428.65600000000006,	55,	m,	1
Er,	241115,	429.89099999999996,	26,	m,	1
Er,	241116,	430.16099999999994,	26,	m,	2
Er,	241117,	431.99399999999997,	9,	m,	2
Er,	241118,	434.83299999999997,	15,	m,	1
Er,	241119,	438.471,	24,	m,	2
Er,	241120,	438.64,	24,	m,	1
Er,	241121,	440.93500000000006,	65,	m,	1
Er,	241122,	441.962,	46,	m,	2
Er,	241123,	442.457,	26,	m,	1
Er,	241124,	442.677,	30,	m,	1
Er,	241125,	447.35,	8,	m,	2
Er,	241126,	450.075,	16,	m,	2
Er,	241127,	456.328,	13,	m,	2
Er,	241128,	460.662,	80,	m,	1
Er,	241129,	463.09,	13,	m,	2
Er,	241130,	467.316,	25,	m,	1
Er,	241131,	467.562,	46,	m,	2
Er,	241132,	472.271,	22,	m,	1
Er,	241133,	472.904,	14,	m,	1
Er,	241134,	475.15500000000003,	12,	m,	2
Er,	241135,	475.966,	16,	m,	2
Er,	241136,	482.034,	18,	m,	2
Er,	241137,	483.11400000000003,	8,	m,	2
Er,	241138,	487.21000000000004,	14,	m,	2
Er,	241139,	490.01099999999997,	24,	m,	2
Er,	241140,	493.407,	24,	m,	1
Er,	241141,	494.436,	14,	m,	1
Er,	241142,	495.174,	20,	m,	2
Er,	241143,	497.64099999999996,	14,	m,	1
Er,	241144,	500.725,	28,	m,	1
Er,	241145,	502.832,	16,	m,	1
Er,	241146,	502.89,	13,	m,	2
Er,	241147,	503.59399999999994,	22,	m,	1
Er,	241148,	504.20500000000004,	24,	m,	2
Er,	241149,	504.38599999999997,	14,	m,	1
Er,	241150,	504.48900000000003,	14,	m,	1
Er,	241151,	507.76300000000003,	14,	m,	2
Er,	241152,	512.456,	13,	m,	1
Er,	241153,	512.74,	15,	m,	2
Er,	241154,	513.152,	13,	m,	1
Er,	241155,	513.383,	15,	m,	2
Er,	241156,	517.275,	14,	m,	1
Er,	241157,	518.89,	18,	m,	2
Er,	241158,	520.652,	17,	m,	1
Er,	241159,	521.824,	3,	m,	2
Er,	241160,	525.595,	16,	m,	2
Er,	241161,	527.933,	3,	m,	2
Er,	241162,	530.23,	5,	m,	2
Er,	241163,	534.45,	3,	m,	2
Er,	241164,	534.804,	10,	m,	1
Er,	241165,	539.587,	4,	m,	2
Er,	241166,	541.466,	7,	m,	2
Er,	241167,	542.28,	2,	m,	2
Er,	241168,	545.427,	4,	m,	2
Er,	241169,	545.66000000000008,	20,	m,	1
Er,	241170,	546.832,	10,	m,	1
Er,	241171,	548.59300000000007,	9,	m,	2
Er,	241172,	559.34300000000007,	9,	m,	1
Er,	241173,	960.1,	1,	m,	1
Eu,	241174,	200,	1,	m,	1
Eu,	241175,	235.05300000000003,	60,	h,	2
Eu,	241176,	237.546,	200,	h,	2
Eu,	241177,	243.519,	20,	h,	2
Eu,	241178,	244.439,	50,	h,	2
Eu,	241179,	244.60399999999999,	60,	h,	2
Eu,	241180,	251.379,	60,	h,	2
Eu,	241181,	252.217,	40,	h,	2
Eu,	241182,	256.41700000000003,	15,	m,	2
Eu,	241183,	256.817,	10,	m,	2
Eu,	241184,	257.714,	22,	m,	2
Eu,	241185,	263.87600000000003,	95,	m,	2
Eu,	241186,	264.12600000000003,	36,	m,	2
Eu,	241187,	268.83299999999997,	60,	m,	2
Eu,	241188,	267.341,	10,	m,	2
Eu,	241189,	267.82800000000003,	24,	m,	2
Eu,	241190,	268.565,	24,	m,	2
Eu,	241191,	269.202,	55,	m,	2
Eu,	241192,	270.113,	70,	m,	2
Eu,	241193,	270.18899999999996,	80,	m,	2
Eu,	241194,	270.526,	24,	m,	2
Eu,	241195,	270.99899999999997,	18,	m,	1
Eu,	241196,	271.697,	70,	m,	2
Eu,	241197,	272.777,	420,	m,	2
Eu,	241198,	272.933,	19,	m,	2
Eu,	241199,	272.044,	38,	m,	2
Eu,	241200,	274.062,	16,	m,	2
Eu,	241201,	274.42600000000004,	12,	m,	2
Eu,	241202,	278.19,	48,	m,	2
Eu,	241203,	280.286,	190,	m,	2
Eu,	241204,	281.175,	22,	m,	2
Eu,	241205,	281.395,	340,	m,	2
Eu,	241206,	281.618,	55,	m,	2
Eu,	241207,	282.07800000000003,	200,	m,	2
Eu,	241208,	282.869,	40,	m,	2
Eu,	241209,	282.93,	12,	m,	2
Eu,	241210,	283.326,	14,	m,	2
Eu,	241211,	285.967,	26,	m,	2
Eu,	241212,	286.257,	28,	m,	2
Eu,	241213,	287.887,	10,	m,	1
Eu,	241214,	289.254,	20,	m,	1
Eu,	241215,	289.303,	14,	m,	1
Eu,	241216,	289.385,	36,	m,	1
Eu,	241217,	290.668,	320,	m,	2
Eu,	241218,	290.899,	16,	m,	1
Eu,	241219,	392.505,	85,	m,	2
Eu,	241220,	295.268,	20,	m,	2
Eu,	241221,	296.023,	26,	m,	2
Eu,	241222,	299.134,	30,	m,	2
Eu,	241223,	305.493,	32,	m,	2
Eu,	241224,	305.898,	12,	m,	1
Eu,	241225,	307.736,	22,	m,	2
Eu,	241226,	309.746,	12,	m,	2
Eu,	241227,	310.618,	32,	m,	1
Eu,	241228,	311.143,	95,	m,	1
Eu,	241229,	313.075,	12,	m,	2
Eu,	241230,	321.057,	44,	m,	1
Eu,	241231,	321.279,	110,	m,	1
Eu,	241232,	321.37399999999997,	44,	m,	1
Eu,	241233,	324.14,	10,	m,	1
Eu,	241234,	324.75300000000004,	11,	m,	1
Eu,	241235,	326.639,	11,	m,	2
Eu,	241236,	327.277,	16,	m,	2
Eu,	241237,	327.778,	22,	m,	2
Eu,	241238,	330.195,	16,	m,	2
Eu,	241239,	330.802,	15,	m,	2
Eu,	241240,	331.33299999999997,	15,	m,	2
Eu,	241241,	332.18600000000004,	10,	m,	2
Eu,	241242,	333.432,	100,	m,	1
Eu,	241243,	335.04,	12,	m,	1
Eu,	241244,	336.90500000000003,	15,	m,	2
Eu,	241245,	339.19899999999996,	20,	m,	2
Eu,	241246,	339.65700000000004,	30,	m,	2
Eu,	241247,	342.5,	16,	m,	2
Eu,	241248,	344.1,	16,	m,	2
Eu,	241249,	346.13800000000003,	14,	m,	2
Eu,	241250,	352.111,	50,	m,	2
Eu,	241251,	354.21500000000003,	16,	m,	2
Eu,	241252,	355.252,	19,	m,	2
Eu,	241253,	360.322,	16,	m,	2
Eu,	241254,	360.66999999999996,	5,	h,	2
Eu,	241255,	362.255,	10,	m,	2
Eu,	241256,	362.981,	4,	h,	2
Eu,	241257,	363.21799999999996,	10,	m,	2
Eu,	241258,	367.82800000000003,	5,	m,	2
Eu,	241259,	368.84299999999996,	550,	m,	2
Eu,	241260,	371.34499999999997,	8,	m,	2
Eu,	241261,	372.494,	1700,	m,	2
Eu,	241262,	374.131,	30,	m,	2
Eu,	241263,	376.11199999999997,	22,	m,	2
Eu,	241264,	377.409,	3,	m,	1
Eu,	241265,	379.901,	11,	m,	2
Eu,	241266,	381.133,	10,	m,	1
Eu,	241267,	381.55,	10,	m,	2
Eu,	241268,	381.96500000000003,	3400,	m,	2
Eu,	241269,	382.668,	10,	m,	2
Eu,	241270,	384.423,	12,	m,	2
Eu,	241271,	386.557,	16,	m,	1
Eu,	241272,	388.476,	13,	m,	1
Eu,	241273,	390.711,	2400,	m,	2
Eu,	241274,	391.729,	20,	m,	1
Eu,	241275,	393.05100000000004,	2800,	m,	2
Eu,	241276,	394.31,	8,	m,	2
Eu,	241277,	394.959,	4,	m,	1
Eu,	241278,	395.57399999999996,	4,	m,	1
Eu,	241279,	396.114,	5,	h,	1
Eu,	241280,	396.659,	10,	m,	2
Eu,	241281,	397.19899999999996,	2000,	m,	2
Eu,	241282,	401.169,	12,	m,	2
Eu,	241283,	401.758,	10,	m,	2
Eu,	241284,	403.611,	5,	h,	1
Eu,	241285,	412.97299999999996,	2200,	m,	2
Eu,	241286,	420.505,	4000,	m,	2
Eu,	241287,	429.87299999999993,	10,	m,	1
Eu,	241288,	432.25699999999995,	6,	h,	1
Eu,	241289,	432.937,	6,	m,	1
Eu,	241290,	433,	10,	h,	1
Eu,	241291,	433.11899999999997,	2,	m,	1
Eu,	241292,	433.767,	6,	m,	1
Eu,	241293,	434.59,	8,	h,	1
Eu,	241294,	435.48,	10,	h,	1
Eu,	241295,	435.51000000000005,	16,	m,	2
Eu,	241296,	437.04499999999996,	6,	h,	1
Eu,	241297,	438.816,	5,	m,	2
Eu,	241298,	438.788,	6,	m,	1
Eu,	241299,	441.725,	6,	h,	1
Eu,	241300,	443.48100000000005,	8,	m,	2
Eu,	241301,	443.56000000000006,	900,	m,	2
Eu,	241302,	446.496,	5,	m,	2
Eu,	241303,	452.258,	200,	m,	2
Eu,	241304,	452.668,	10,	h,	1
Eu,	241305,	459.404,	750,	m,	1
Eu,	241306,	461.15200000000004,	5,	h,	1
Eu,	241307,	462.53000000000003,	5,	h,	1
Eu,	241308,	462.724,	650,	n,	1
Eu,	241309,	464.424,	5,	h,	2
Eu,	241310,	465.67299999999994,	5,	h,	1
Eu,	241311,	466.03599999999994,	5,	h,	1
Eu,	241312,	466.189,	550,	m,	1
Eu,	241313,	468.525,	2,	h,	1
Eu,	241314,	468.823,	10,	h,	1
Eu,	241315,	469.264,	6,	h,	1
Eu,	241316,	469.813,	30,	h,	1
Eu,	241317,	471.36,	2,	m,	1
Eu,	241318,	471.721,	6,	h,	1
Eu,	241319,	471.86199999999997,	6,	h,	1
Eu,	241320,	473.659,	6,	h,	1
Eu,	241321,	473.91700000000003,	8,	h,	1
Eu,	241322,	474.05,	1,	m,	1
Eu,	241323,	474.178,	1,	h,	1
Eu,	241324,	475.59399999999994,	6,	h,	1
Eu,	241325,	476.291,	6,	h,	1
Eu,	241326,	490.718,	10,	m,	1
Eu,	241327,	491.14,	12,	m,	1
Eu,	241328,	493.831,	25,	h,	1
Eu,	241329,	501.317,	12,	m,	1
Eu,	241330,	502.291,	11,	m,	1
Eu,	241331,	502.95500000000004,	7,	m,	1
Eu,	241332,	503.355,	6,	m,	1
Eu,	241333,	511.436,	11,	m,	1
Eu,	241334,	512.47700000000009,	6,	m,	1
Eu,	241335,	512.91000000000008,	11,	m,	1
Eu,	241336,	513.351,	14,	m,	1
Eu,	241337,	516.008,	18,	m,	1
Eu,	241338,	516.67,	14,	m,	1
Eu,	241339,	519.985,	13,	m,	1
Eu,	241340,	520.09399999999994,	7,	m,	1
Eu,	241341,	521.338,	15,	h,	1
Eu,	241342,	521.51,	50,	m,	1
Eu,	241343,	521.702,	12,	h,	1
Eu,	241344,	522.348,	20,	m,	1
Eu,	241345,	523.922,	8,	m,	1
Eu,	241346,	524.864,	8,	h,	1
Eu,	241347,	524.915,	6,	h,	1
Eu,	241348,	526.64,	13,	m,	1
Eu,	241349,	527.194,	26,	m,	1
Eu,	241350,	527.24799999999993,	7,	m,	1
Eu,	241351,	528.28100000000006,	10,	m,	1
Eu,	241352,	528.72399999999993,	3,	m,	1
Eu,	241353,	528.926,	4,	m,	1
Eu,	241354,	529.126,	8,	m,	1
Eu,	241355,	529.46,	8,	m,	1
Eu,	241356,	530.386,	6,	m,	1
Eu,	241357,	535.04,	2,	m,	1
Eu,	241358,	535.168,	5,	m,	1
Eu,	241359,	535.28100000000006,	2,	m,	1
Eu,	241360,	535.509,	6,	m,	1
Eu,	241361,	535.761,	36,	m,	1
Eu,	241362,	536.082,	4,	m,	1
Eu,	241363,	536.161,	8,	m,	1
Eu,	241364,	537.692,	7,	m,	1
Eu,	241365,	539.293,	8,	m,	1
Eu,	241366,	540.277,	30,	m,	1
Eu,	241367,	541.184,	3,	m,	1
Eu,	241368,	542.108,	3,	m,	1
Eu,	241369,	542.692,	6,	m,	1
Eu,	241370,	544.357,	2,	m,	1
Eu,	241371,	545.153,	25,	m,	1
Eu,	241372,	545.296,	17,	m,	1
Eu,	241373,	547.232,	6,	m,	1
Eu,	241374,	548.66599999999994,	8,	m,	1
Eu,	241375,	549.519,	3,	m,	1
Eu,	241376,	551.053,	8,	m,	1
Eu,	241377,	552.662,	2,	m,	1
Eu,	241378,	554.254,	2,	m,	1
Eu,	241379,	554.745,	13,	m,	1
Eu,	241380,	557.034,	10,	m,	1
Eu,	241381,	557.713,	13,	m,	1
Eu,	241382,	557.964,	5,	m,	1
Eu,	241383,	558.005,	8,	m,	1
Eu,	241384,	558.624,	6,	m,	1
Eu,	241385,	558.68000000000006,	5,	m,	1
Eu,	241386,	960.1,	1,	m,	1
F,	241387,	183.997,	12,	s,	3
F,	241388,	203.03199999999998,	12,	s,	3
F,	241389,	221.717,	12,	s,	3
F,	241390,	225.272,	5,	s,	5
F,	241391,	229.829,	20,	s,	4
F,	241392,	231.53699999999998,	150,	i,	6
F,	241393,	232.331,	70,	i,	6
F,	241394,	232.728,	50,	i,	6
F,	241395,	243.56199999999998,	5,	s,	4
F,	241396,	244.16199999999998,	100,	i,	3
F,	241397,	245.06300000000002,	5,	s,	5
F,	241398,	245.20700000000002,	70,	i,	3
F,	241399,	245.692,	20,	s,	4
F,	241400,	246.483,	100,	i,	3
F,	241401,	247.02800000000002,	70,	i,	3
F,	241402,	248.436,	150,	i,	3
F,	241403,	258.37600000000003,	70,	i,	3
F,	241404,	259.549,	70,	i,	3
F,	241405,	259.923,	100,	i,	3
F,	241406,	262.5,	70,	i,	3
F,	241407,	262.969,	100,	i,	3
F,	241408,	270.717,	5,	s,	5
F,	241409,	275.556,	70,	i,	3
F,	241410,	275.959,	200,	i,	3
F,	241411,	278.809,	40,	i,	3
F,	241412,	281.142,	200,	i,	3
F,	241413,	282.613,	20,	s,	4
F,	241414,	283.396,	100,	i,	3
F,	241415,	283.56100000000004,	150,	i,	3
F,	241416,	286.031,	150,	i,	3
F,	241417,	288.756,	100,	i,	3
F,	241418,	288.945,	100,	i,	3
F,	241419,	291.32800000000003,	100,	i,	3
F,	241420,	291.634,	200,	i,	3
F,	241421,	293.248,	100,	i,	3
F,	241422,	299.427,	100,	i,	3
F,	241423,	303.925,	70,	i,	3
F,	241424,	304.281,	200,	i,	3
F,	241425,	304.914,	100,	i,	3
F,	241426,	305.81399999999996,	70,	i,	2
F,	241427,	305.996,	100,	i,	2
F,	241428,	311.358,	100,	i,	3
F,	241429,	311.567,	200,	i,	3
F,	241430,	312.152,	300,	i,	3
F,	241431,	312.476,	100,	i,	3
F,	241432,	313.421,	100,	i,	3
F,	241433,	314.696,	100,	i,	3
F,	241434,	317.413,	300,	i,	3
F,	241435,	317.473,	200,	i,	3
F,	241436,	320.274,	200,	i,	2
F,	241437,	326.416,	70,	i,	2
F,	241438,	347.48,	70,	i,	2
F,	241439,	350.142,	200,	i,	2
F,	241440,	350.29499999999996,	100,	i,	2
F,	241441,	350.31,	300,	i,	2
F,	241442,	350.56100000000004,	800,	i,	2
F,	241443,	353.684,	70,	i,	2
F,	241444,	354.177,	150,	i,	2
F,	241445,	354.194,	100,	i,	2
F,	241446,	357.723,	10,	i,	2
F,	241447,	359.063,	70,	i,	2
F,	241448,	359.87,	70,	i,	2
F,	241449,	360.14,	70,	i,	2
F,	241450,	360.28499999999997,	100,	i,	2
F,	241451,	364.089,	150,	i,	2
F,	241452,	364.19899999999996,	100,	i,	2
F,	241453,	364.28000000000003,	70,	i,	2
F,	241454,	370.451,	100,	i,	2
F,	241455,	384.709,	1000,	i,	2
F,	241456,	384.99899999999997,	800,	i,	2
F,	241457,	385.16700000000003,	200,	i,	2
F,	241458,	393.903,	70,	i,	2
F,	241459,	402.473,	1000,	i,	2
F,	241460,	402.50100000000003,	200,	i,	2
F,	241461,	402.55,	800,	i,	2
F,	241462,	410.309,	200,	i,	2
F,	241463,	410.35299999999995,	800,	i,	2
F,	241464,	410.372,	100,	i,	2
F,	241465,	410.387,	100,	i,	2
F,	241466,	410.91700000000003,	100,	i,	2
F,	241467,	411.65500000000003,	70,	i,	2
F,	241468,	411.922,	70,	i,	2
F,	241469,	420.716,	70,	i,	2
F,	241470,	424.616,	800,	i,	2
F,	241471,	427.521,	100,	i,	2
F,	241472,	429.918,	200,	i,	2
F,	241473,	442.03000000000003,	14,	s,	3
F,	241474,	444.671,	200,	i,	2
F,	241475,	444.718,	300,	i,	2
F,	241476,	447.99899999999997,	14,	s,	3
F,	241477,	485.937,	70,	i,	2
F,	241478,	501.253,	15,	s,	3
F,	241479,	960.1,	1,	m,	1
Fe,	241480,	191.848,	0,	,	3
Fe,	241481,	192.279,	0,	,	3
Fe,	241482,	192.28,	0,	,	2
Fe,	241483,	192.3,	0,	,	3
Fe,	241484,	192.388,	0,	,	3
Fe,	241485,	192.453,	0,	,	3
Fe,	241486,	192.598,	0,	,	2
Fe,	241487,	192.601,	0,	,	3
Fe,	241488,	192.63,	0,	,	3
Fe,	241489,	193.03900000000002,	0,	,	3
Fe,	241490,	193.151,	0,	,	3
Fe,	241491,	193.248,	0,	,	2
Fe,	241492,	193.453,	0,	,	1
Fe,	241493,	193.53,	0,	,	2
Fe,	241494,	193.678,	0,	,	2
Fe,	241495,	193.727,	35,	,	1
Fe,	241496,	193.73399999999998,	0,	,	3
Fe,	241497,	193.89000000000002,	0,	,	2
Fe,	241498,	193.89000000000002,	0,	,	3
Fe,	241499,	194.002,	0,	,	3
Fe,	241500,	200.03699999999998,	0,	,	2
Fe,	241501,	200.102,	0,	,	2
Fe,	241502,	200.626,	15,	,	1
Fe,	241503,	200.701,	0,	,	2
Fe,	241504,	200.721,	15,	,	1
Fe,	241505,	200.745,	0,	,	2
Fe,	241506,	200.77100000000002,	0,	,	2
Fe,	241507,	201.06900000000002,	0,	,	2
Fe,	241508,	201.327,	0,	,	2
Fe,	241509,	201.55,	0,	,	2
Fe,	241510,	201.60899999999998,	0,	,	2
Fe,	241511,	201.651,	5,	,	1
Fe,	241512,	201.709,	15,	,	1
Fe,	241513,	201.877,	0,	,	2
Fe,	241514,	202.074,	0,	,	2
Fe,	241515,	202.779,	0,	,	2
Fe,	241516,	202.918,	0,	,	2
Fe,	241517,	203.241,	0,	,	2
Fe,	241518,	203.643,	0,	,	2
Fe,	241519,	204.06900000000002,	0,	,	2
Fe,	241520,	204.12,	25,	,	1
Fe,	241521,	204.134,	0,	,	2
Fe,	241522,	204.849,	0,	,	1
Fe,	241523,	205.103,	0,	,	2
Fe,	241524,	205.169,	0,	,	2
Fe,	241525,	205.527,	0,	,	2
Fe,	241526,	205.733,	0,	,	2
Fe,	241527,	206.36700000000002,	0,	,	2
Fe,	241528,	206.6,	0,	,	2
Fe,	241529,	206.792,	0,	,	2
Fe,	241530,	206.99499999999998,	0,	,	2
Fe,	241531,	207.033,	0,	,	2
Fe,	241532,	207.18200000000002,	0,	,	2
Fe,	241533,	207.315,	0,	,	2
Fe,	241534,	207.419,	0,	,	2
Fe,	241535,	207.56799999999998,	0,	,	2
Fe,	241536,	207.75100000000003,	0,	,	2
Fe,	241537,	207.81599999999997,	0,	,	2
Fe,	241538,	208.09099999999998,	0,	,	2
Fe,	241539,	208.41199999999998,	300,	m,	1
Fe,	241540,	208.752,	25,	,	1
Fe,	241541,	209.038,	30,	,	1
Fe,	241542,	209.086,	20,	,	1
Fe,	241543,	209.36599999999999,	40,	,	1
Fe,	241544,	209.368,	0,	,	2
Fe,	241545,	209.75100000000003,	0,	,	2
Fe,	241546,	209.808,	15,	,	1
Fe,	241547,	209.81799999999998,	0,	,	2
Fe,	241548,	209.89499999999998,	25,	,	1
Fe,	241549,	210.01399999999998,	0,	,	1
Fe,	241550,	210.08,	15,	,	1
Fe,	241551,	210.23499999999999,	15,	,	1
Fe,	241552,	210.305,	25,	,	1
Fe,	241553,	210.62600000000003,	20,	,	1
Fe,	241554,	210.638,	25,	,	1
Fe,	241555,	210.71300000000002,	8,	,	0
Fe,	241556,	210.75500000000002,	0,	,	2
Fe,	241557,	210.814,	12,	,	1
Fe,	241558,	210.82,	5,	,	1
Fe,	241559,	210.89600000000002,	10,	,	1
Fe,	241560,	210.91,	0,	,	2
Fe,	241561,	210.961,	0,	,	2
Fe,	241562,	210.98600000000002,	25,	,	1
Fe,	241563,	211.023,	30,	,	1
Fe,	241564,	211.07199999999997,	0,	,	2
Fe,	241565,	211.127,	20,	,	1
Fe,	241566,	211.29699999999997,	25,	,	1
Fe,	241567,	211.308,	20,	,	1
Fe,	241568,	211.459,	25,	,	1
Fe,	241569,	211.517,	8,	,	1
Fe,	241570,	211.696,	0,	,	2
Fe,	241571,	211.81900000000002,	0,	,	2
Fe,	241572,	211.90500000000003,	0,	,	2
Fe,	241573,	211.91199999999998,	5,	,	1
Fe,	241574,	212.19400000000002,	6,	,	0
Fe,	241575,	212.50100000000003,	30,	,	0
Fe,	241576,	212.78699999999998,	5,	,	0
Fe,	241577,	212.79699999999997,	0,	,	2
Fe,	241578,	213.026,	0,	,	2
Fe,	241579,	213.042,	5,	,	1
Fe,	241580,	213.055,	0,	,	2
Fe,	241581,	213.096,	20,	,	2
Fe,	241582,	213.202,	12,	,	1
Fe,	241583,	213.39899999999997,	0,	,	2
Fe,	241584,	213.596,	10,	,	0
Fe,	241585,	213.652,	0,	,	2
Fe,	241586,	213.773,	0,	,	2
Fe,	241587,	213.81,	0,	,	2
Fe,	241588,	213.859,	8,	,	1
Fe,	241589,	213.96999999999997,	8,	,	1
Fe,	241590,	214.147,	10,	,	0
Fe,	241591,	214.519,	12,	,	1
Fe,	241592,	214.606,	0,	,	2
Fe,	241593,	214.704,	8,	,	2
Fe,	241594,	214.772,	0,	,	2
Fe,	241595,	214.779,	8,	,	0
Fe,	241596,	214.85,	5,	,	2
Fe,	241597,	214.917,	10,	,	1
Fe,	241598,	215.01799999999997,	8,	,	1
Fe,	241599,	215.06199999999998,	0,	,	2
Fe,	241600,	215.07600000000002,	0,	,	2
Fe,	241601,	215.10999999999999,	8,	,	1
Fe,	241602,	215.17,	20,	,	2
Fe,	241603,	215.237,	0,	,	2
Fe,	241604,	215.24899999999997,	0,	,	2
Fe,	241605,	215.3,	10,	,	1
Fe,	241606,	215.32800000000003,	0,	,	2
Fe,	241607,	215.337,	0,	,	2
Fe,	241608,	215.446,	15,	,	1
Fe,	241609,	215.564,	8,	,	0
Fe,	241610,	215.584,	5,	,	2
Fe,	241611,	215.647,	20,	,	2
Fe,	241612,	215.779,	10,	,	1
Fe,	241613,	215.848,	12,	,	1
Fe,	241614,	215.91500000000002,	0,	,	2
Fe,	241615,	215.965,	8,	,	1
Fe,	241616,	215.98899999999998,	12,	,	1
Fe,	241617,	216.11599999999999,	0,	,	2
Fe,	241618,	216.131,	0,	,	2
Fe,	241619,	216.158,	6,	,	1
Fe,	241620,	216.202,	5,	,	2
Fe,	241621,	216.224,	10,	,	0
Fe,	241622,	216.337,	12,	,	1
Fe,	241623,	216.38600000000002,	8,	,	1
Fe,	241624,	216.43400000000003,	8,	,	2
Fe,	241625,	216.456,	7,	,	1
Fe,	241626,	216.555,	0,	,	2
Fe,	241627,	216.587,	20,	,	1
Fe,	241628,	216.61999999999998,	0,	,	2
Fe,	241629,	216.677,	360,	m,	1
Fe,	241630,	216.74,	0,	,	2
Fe,	241631,	216.788,	0,	,	2
Fe,	241632,	216.83800000000002,	8,	,	0
Fe,	241633,	216.892,	0,	,	2
Fe,	241634,	216.94299999999998,	0,	,	2
Fe,	241635,	216.99499999999998,	8,	,	2
Fe,	241636,	217.019,	0,	,	2
Fe,	241637,	217.054,	10,	,	0
Fe,	241638,	217.13000000000002,	10,	,	1
Fe,	241639,	217.25799999999998,	0,	,	1
Fe,	241640,	217.26799999999997,	0,	,	2
Fe,	241641,	217.29899999999998,	0,	,	2
Fe,	241642,	217.321,	8,	,	1
Fe,	241643,	217.37199999999999,	0,	,	2
Fe,	241644,	217.48499999999999,	0,	,	2
Fe,	241645,	217.545,	8,	,	2
Fe,	241646,	217.68400000000003,	8,	,	1
Fe,	241647,	217.702,	0,	,	2
Fe,	241648,	217.80900000000003,	150,	m,	1
