Ёлемент	N	WL	I	Source	Ion
W,	256114,	220.448,	110,	m,	2
W,	256115,	220.65900000000002,	8,	s,	2
W,	256116,	220.692,	3,	s,	2
W,	256117,	220.79899999999998,	4,	s,	2
W,	256118,	220.881,	4,	s,	2
W,	256119,	221.60100000000003,	4,	s,	2
W,	256120,	221.97199999999998,	2,	s,	2
W,	256121,	222.094,	6,	s,	2
W,	256122,	222.589,	8,	s,	2
W,	256123,	222.656,	6,	s,	2
W,	256124,	222.677,	7,	s,	2
W,	256125,	222.888,	8,	s,	2
W,	256126,	222.96300000000002,	10,	s,	2
W,	256127,	223.108,	4,	s,	2
W,	256128,	223.564,	3,	s,	2
W,	256129,	223.706,	10,	s,	2
W,	256130,	224.108,	5,	s,	2
W,	256131,	224.52100000000002,	4,	s,	2
W,	256132,	224.767,	4,	s,	2
W,	256133,	224.82600000000002,	4,	s,	2
W,	256134,	224.875,	38,	m,	2
W,	256135,	225.073,	5,	s,	2
W,	256136,	225.11399999999998,	4,	s,	2
W,	256137,	225.685,	3,	s,	2
W,	256138,	225.81199999999998,	3,	s,	2
W,	256139,	226.007,	10,	a,	1
W,	256140,	226.353,	8,	s,	2
W,	256141,	226.41799999999998,	4,	s,	2
W,	256142,	226.53400000000002,	4,	s,	2
W,	256143,	226.612,	8,	s,	2
W,	256144,	226.625,	8,	s,	2
W,	256145,	227.02399999999997,	15,	m,	2
W,	256146,	227.75799999999998,	41,	m,	1
W,	256147,	227.798,	4,	s,	2
W,	256148,	227.811,	3,	s,	2
W,	256149,	228.03000000000003,	3,	s,	2
W,	256150,	228.21999999999997,	8,	s,	2
W,	256151,	228.462,	4,	s,	2
W,	256152,	229.454,	23,	m,	2
W,	256153,	230.164,	3,	s,	2
W,	256154,	230.38299999999998,	20,	m,	2
W,	256155,	230.692,	4,	s,	2
W,	256156,	231.502,	16,	m,	2
W,	256157,	232.609,	25,	m,	2
W,	256158,	232.831,	5,	m,	2
W,	256159,	233.13000000000002,	16,	m,	1
W,	256160,	233.377,	11,	m,	2
W,	256161,	233.77399999999997,	5,	a,	1
W,	256162,	233.916,	3,	s,	2
W,	256163,	234.137,	4,	s,	2
W,	256164,	235.881,	5,	m,	2
W,	256165,	236.04299999999998,	50,	m,	1
W,	256166,	236.30599999999998,	68,	m,	1
W,	256167,	236.391,	3,	s,	2
W,	256168,	236.42199999999997,	5,	m,	2
W,	256169,	237.004,	1,	s,	2
W,	256170,	237.06,	1,	s,	2
W,	256171,	237.26100000000002,	3,	s,	2
W,	256172,	237.445,	18,	m,	2
W,	256173,	238.29899999999998,	17,	m,	1
W,	256174,	238.48200000000003,	55,	m,	1
W,	256175,	239.03699999999998,	9,	m,	2
W,	256176,	239.089,	3,	s,	2
W,	256177,	239.29299999999998,	9,	m,	1
W,	256178,	239.709,	65,	m,	2
W,	256179,	239.772,	47,	m,	1
W,	256180,	239.798,	47,	m,	1
W,	256181,	240.186,	1,	s,	2
W,	256182,	240.244,	9,	m,	1
W,	256183,	240.42399999999998,	6,	m,	2
W,	256184,	240.526,	4,	m,	1
W,	256185,	240.558,	140,	m,	1
W,	256186,	240.56900000000002,	3,	a,	1
W,	256187,	240.779,	1,	s,	2
W,	256188,	240.82800000000003,	2,	s,	2
W,	256189,	240.923,	2,	s,	2
W,	256190,	240.94899999999998,	2,	s,	2
W,	256191,	241.18099999999998,	3,	s,	2
W,	256192,	241.481,	3,	s,	2
W,	256193,	241.56799999999998,	51,	m,	1
W,	256194,	241.935,	4,	m,	2
W,	256195,	242.099,	4,	m,	2
W,	256196,	242.42199999999997,	91,	m,	1
W,	256197,	243.108,	65,	m,	1
W,	256198,	243.398,	66,	m,	1
W,	256199,	243.50100000000003,	6,	m,	2
W,	256200,	243.596,	190,	m,	1
W,	256201,	243.66199999999998,	26,	m,	1
W,	256202,	244.04299999999998,	2,	s,	2
W,	256203,	244.362,	10,	m,	1
W,	256204,	244.406,	57,	m,	1
W,	256205,	244.63899999999998,	16,	m,	2
W,	256206,	244.82199999999997,	5,	s,	2
W,	256207,	244.839,	28,	m,	1
W,	256208,	244.969,	2,	s,	2
W,	256209,	245.13400000000002,	28,	m,	1
W,	256210,	245.148,	80,	m,	1
W,	256211,	245.2,	90,	m,	1
W,	256212,	245.471,	44,	m,	1
W,	256213,	245.49699999999999,	65,	m,	1
W,	256214,	245.55,	80,	m,	1
W,	256215,	245.587,	4,	s,	2
W,	256216,	245.65300000000002,	80,	m,	1
W,	256217,	245.85700000000003,	3,	s,	2
W,	256218,	245.93,	110,	m,	1
W,	256219,	245.988,	3,	s,	2
W,	256220,	246.279,	50,	m,	1
W,	256221,	246.43099999999998,	28,	m,	1
W,	256222,	246.46300000000002,	4,	s,	2
W,	256223,	246.51999999999998,	10,	m,	1
W,	256224,	246.564,	2,	s,	2
W,	256225,	246.596,	3,	s,	2
W,	256226,	246.652,	24,	m,	2
W,	256227,	246.685,	140,	m,	1
W,	256228,	246.84099999999998,	1,	s,	2
W,	256229,	247.08,	8,	m,	2
W,	256230,	247.17399999999998,	4,	s,	2
W,	256231,	247.25100000000003,	50,	m,	1
W,	256232,	247.41500000000002,	120,	m,	1
W,	256233,	247.55900000000003,	5,	s,	2
W,	256234,	247.78000000000003,	30,	m,	2
W,	256235,	248.013,	90,	m,	1
W,	256236,	248.09499999999997,	40,	m,	1
W,	256237,	248.144,	160,	m,	1
W,	256238,	248.15500000000003,	3,	s,	2
W,	256239,	248.20999999999998,	50,	m,	1
W,	256240,	248.4,	2,	s,	2
W,	256241,	248.44,	3,	m,	2
W,	256242,	248.474,	60,	m,	1
W,	256243,	248.63000000000002,	13,	m,	1
W,	256244,	248.74899999999997,	40,	m,	1
W,	256245,	248.81199999999998,	3,	s,	2
W,	256246,	248.877,	28,	m,	2
W,	256247,	248.923,	40,	m,	2
W,	256248,	249.29299999999998,	8,	m,	2
W,	256249,	249.526,	65,	m,	1
W,	256250,	249.664,	24,	m,	1
W,	256251,	249.748,	10,	m,	2
W,	256252,	249.92199999999997,	2,	s,	2
W,	256253,	249.94400000000002,	10,	m,	1
W,	256254,	249.969,	14,	m,	2
W,	256255,	250.01100000000002,	4,	m,	2
W,	256256,	250.46999999999997,	70,	m,	1
W,	256257,	250.603,	28,	m,	1
W,	256258,	250.60399999999999,	8,	s,	2
W,	256259,	250.79899999999998,	3,	s,	2
W,	256260,	250.996,	4,	s,	2
W,	256261,	251.016,	26,	m,	1
W,	256262,	251.04699999999997,	8,	m,	2
W,	256263,	251.34499999999997,	3,	s,	2
W,	256264,	251.532,	3,	s,	2
W,	256265,	251.814,	6,	m,	2
W,	256266,	251.94400000000002,	3,	s,	2
W,	256267,	251.988,	10,	m,	1
W,	256268,	252.045,	32,	m,	1
W,	256269,	252.132,	80,	m,	1
W,	256270,	252.204,	28,	m,	2
W,	256271,	252.34099999999998,	80,	m,	1
W,	256272,	252.777,	44,	m,	1
W,	256273,	252.891,	2,	s,	2
W,	256274,	253.099,	2,	m,	1
W,	256275,	253.363,	80,	m,	1
W,	256276,	253.398,	3,	m,	1
W,	256277,	253.414,	3,	s,	2
W,	256278,	253.483,	5,	m,	2
W,	256279,	253.6,	4,	s,	2
W,	256280,	253.715,	3,	s,	2
W,	256281,	253.93099999999998,	7,	m,	2
W,	256282,	254.26,	3,	s,	2
W,	256283,	254.53400000000002,	60,	m,	1
W,	256284,	254.62800000000001,	3,	s,	2
W,	256285,	254.714,	120,	m,	1
W,	256286,	255.03699999999998,	80,	m,	1
W,	256287,	255.135,	280,	m,	1
W,	256288,	255.23600000000002,	4,	s,	2
W,	256289,	255.31599999999997,	18,	m,	1
W,	256290,	255.382,	46,	m,	1
W,	256291,	255.467,	7,	s,	2
W,	256292,	255.48600000000002,	42,	m,	1
W,	256293,	255.50900000000002,	60,	m,	2
W,	256294,	255.67399999999998,	32,	m,	1
W,	256295,	255.95,	4,	s,	2
W,	256296,	256.012,	30,	m,	1
W,	256297,	256.196,	75,	m,	1
W,	256298,	256.316,	24,	m,	2
W,	256299,	256.39099999999996,	11,	m,	2
W,	256300,	256.761,	3,	s,	2
W,	256301,	256.885,	3,	s,	2
W,	256302,	256.925,	20,	m,	1
W,	256303,	257.145,	55,	m,	2
W,	256304,	257.353,	20,	m,	1
W,	256305,	257.617,	3,	s,	2
W,	256306,	257.636,	4,	s,	2
W,	256307,	257.70300000000003,	14,	m,	1
W,	256308,	257.92600000000004,	20,	m,	2
W,	256309,	257.954,	10,	s,	2
W,	256310,	258.033,	30,	m,	1
W,	256311,	258.049,	90,	m,	1
W,	256312,	258.12,	4,	m,	2
W,	256313,	258.438,	40,	m,	1
W,	256314,	258.596,	3,	s,	2
W,	256315,	258.694,	12,	m,	1
W,	256316,	258.91700000000003,	40,	m,	2
W,	256317,	259.557,	1,	s,	2
W,	256318,	259.68600000000004,	1,	s,	2
W,	256319,	259.87399999999997,	11,	m,	2
W,	256320,	260.143,	3,	s,	2
W,	256321,	260.196,	38,	m,	1
W,	256322,	260.25100000000003,	8,	m,	2
W,	256323,	260.302,	8,	m,	2
W,	256324,	260.354,	28,	m,	1
W,	256325,	260.639,	70,	m,	1
W,	256326,	260.647,	4,	s,	2
W,	256327,	260.738,	33,	m,	1
W,	256328,	260.832,	38,	m,	1
W,	256329,	260.925,	4,	s,	2
W,	256330,	261.219,	19,	m,	1
W,	256331,	261.307,	100,	m,	1
W,	256332,	261.382,	50,	m,	1
W,	256333,	261.512,	24,	m,	1
W,	256334,	261.54499999999996,	7,	m,	2
W,	256335,	261.808,	1,	s,	2
W,	256336,	261.918,	26,	m,	1
W,	256337,	262.023,	50,	m,	1
W,	256338,	262.076,	3,	s,	2
W,	256339,	262.221,	50,	m,	1
W,	256340,	262.31100000000004,	5,	s,	2
W,	256341,	262.389,	1,	s,	2
W,	256342,	262.448,	2,	s,	2
W,	256343,	262.522,	50,	m,	1
W,	256344,	262.825,	26,	m,	1
W,	256345,	262.9,	4,	s,	2
W,	256346,	263.24899999999997,	50,	m,	1
W,	256347,	263.27,	50,	m,	1
W,	256348,	263.313,	100,	m,	1
W,	256349,	263.38800000000003,	3,	s,	2
W,	256350,	263.45799999999997,	3,	s,	2
W,	256351,	263.538,	3,	s,	2
W,	256352,	263.65500000000003,	36,	m,	1
W,	256353,	263.757,	3,	s,	2
W,	256354,	263.861,	50,	m,	1
W,	256355,	264.312,	20,	m,	1
W,	256356,	264.329,	3,	s,	2
W,	256357,	264.569,	26,	m,	1
W,	256358,	264.619,	80,	m,	1
W,	256359,	264.674,	50,	m,	1
W,	256360,	264.774,	9,	m,	2
W,	256361,	265.188,	3,	s,	2
W,	256362,	265.342,	5,	m,	2
W,	256363,	265.357,	10,	m,	2
W,	256364,	265.654,	200,	m,	1
W,	256365,	265.738,	50,	m,	1
W,	256366,	265.804,	50,	m,	2
W,	256367,	266.221,	3,	s,	2
W,	256368,	266.284,	100,	m,	1
W,	256369,	266.432,	20,	m,	2
W,	256370,	266.496,	32,	m,	1
W,	256371,	266.608,	4,	s,	2
W,	256372,	266.649,	9,	m,	2
W,	256373,	266.93,	26,	m,	1
W,	256374,	267.04,	5,	s,	2
W,	256375,	267.147,	100,	m,	1
W,	256376,	267.35900000000004,	10,	m,	2
W,	256377,	267.728,	80,	m,	1
W,	256378,	267.779,	20,	m,	2
W,	256379,	267.88800000000003,	50,	m,	1
W,	256380,	267.964,	7,	s,	2
W,	256381,	268.14099999999996,	260,	m,	1
W,	256382,	268.334,	36,	m,	1
W,	256383,	268.351,	3,	s,	2
W,	256384,	268.363,	3,	s,	2
W,	256385,	268.505,	3,	s,	2
W,	256386,	268.69899999999996,	17,	s,	2
W,	256387,	268.73699999999997,	10,	m,	1
W,	256388,	268.822,	4,	s,	1
W,	256389,	269.071,	4,	s,	2
W,	256390,	269.10900000000004,	26,	m,	1
W,	256391,	269.438,	6,	s,	2
W,	256392,	269.459,	7,	s,	2
W,	256393,	269.49899999999997,	3,	s,	2
W,	256394,	269.567,	80,	m,	1
W,	256395,	269.69,	4,	s,	2
W,	256396,	269.75100000000003,	16,	m,	1
W,	256397,	269.771,	26,	m,	2
W,	256398,	269.959,	80,	m,	1
W,	256399,	270.00100000000003,	50,	m,	1
W,	256400,	270.031,	5,	s,	2
W,	256401,	270.148,	6,	s,	2
W,	256402,	270.211,	25,	s,	2
W,	256403,	270.252,	26,	m,	1
W,	256404,	270.306,	6,	s,	2
W,	256405,	270.346,	12,	s,	2
W,	256406,	270.56,	4,	s,	2
W,	256407,	270.658,	50,	m,	1
W,	256408,	270.66999999999996,	5,	s,	2
W,	256409,	270.702,	5,	m,	2
W,	256410,	270.858,	50,	m,	1
W,	256411,	270.879,	50,	m,	1
W,	256412,	270.95799999999997,	10,	m,	2
W,	256413,	271.079,	5,	m,	2
W,	256414,	271.27,	5,	s,	2
W,	256415,	271.534,	8,	s,	2
W,	256416,	271.55,	50,	m,	1
W,	256417,	271.632,	10,	m,	2
W,	256418,	271.68899999999996,	4,	s,	2
W,	256419,	271.717,	4,	s,	2
W,	256420,	271.804,	10,	m,	2
W,	256421,	271.89,	260,	m,	1
W,	256422,	271.933,	40,	m,	1
W,	256423,	271.986,	26,	m,	1
W,	256424,	272.04,	3,	s,	2
W,	256425,	272.059,	4,	s,	2
W,	256426,	272.16700000000003,	9,	a,	1
W,	256427,	272.281,	7,	s,	2
W,	256428,	272.408,	6,	s,	2
W,	256429,	272.435,	320,	m,	1
W,	256430,	272.463,	26,	m,	1
W,	256431,	272.50300000000004,	50,	m,	1
W,	256432,	272.963,	10,	m,	2
W,	256433,	272.994,	3,	s,	2
W,	256434,	273.318,	10,	m,	1
W,	256435,	273.34499999999997,	4,	s,	2
W,	256436,	273.477,	4,	s,	2
W,	256437,	273.938,	3,	s,	2
W,	256438,	274.079,	9,	m,	2
W,	256439,	274.24699999999996,	3,	s,	2
W,	256440,	274.29,	4,	s,	2
W,	256441,	274.50300000000004,	3,	s,	2
W,	256442,	274.674,	10,	m,	1
W,	256443,	274.885,	80,	m,	1
W,	256444,	275.224,	3,	s,	2
W,	256445,	275.305,	20,	m,	2
W,	256446,	276.07399999999996,	5,	m,	2
W,	256447,	276.159,	10,	m,	2
W,	256448,	276.235,	50,	m,	1
W,	256449,	276.427,	50,	m,	2
W,	256450,	276.477,	5,	s,	2
W,	256451,	276.632,	4,	s,	2
W,	256452,	276.698,	4,	s,	2
W,	256453,	276.83299999999997,	5,	s,	2
W,	256454,	276.899,	26,	m,	1
W,	256455,	276.974,	50,	m,	1
W,	256456,	277.088,	100,	m,	1
W,	256457,	277.248,	60,	m,	1
W,	256458,	277.37,	26,	m,	1
W,	256459,	277.4,	100,	m,	1
W,	256460,	277.409,	3,	s,	2
W,	256461,	277.448,	100,	m,	1
W,	256462,	277.65,	20,	m,	2
W,	256463,	277.787,	3,	s,	2
W,	256464,	277.869,	5,	m,	2
W,	256465,	278.028,	10,	m,	1
W,	256466,	278.214,	8,	s,	2
W,	256467,	278.563,	5,	s,	2
W,	256468,	278.631,	2,	s,	2
W,	256469,	278.798,	26,	m,	1
W,	256470,	279.04200000000003,	5,	s,	2
W,	256471,	279.195,	42,	m,	1
W,	256472,	279.27,	100,	m,	1
W,	256473,	279.903,	10,	m,	2
W,	256474,	279.992,	50,	m,	1
W,	256475,	280.105,	20,	m,	2
W,	256476,	280.592,	16,	m,	2
W,	256477,	280.847,	4,	s,	2
W,	256478,	280.894,	5,	s,	2
W,	256479,	281.225,	5,	m,	2
W,	256480,	281.48,	3,	s,	2
W,	256481,	281.806,	100,	m,	1
W,	256482,	281.90500000000003,	1,	s,	2
W,	256483,	282.18,	4,	s,	2
W,	256484,	282.257,	20,	m,	2
W,	256485,	282.983,	32,	m,	1
W,	256486,	283.006,	8,	s,	2
W,	256487,	283.12399999999997,	4,	s,	2
W,	256488,	283.13800000000003,	200,	m,	1
W,	256489,	283.363,	100,	m,	1
W,	256490,	283.421,	5,	s,	2
W,	256491,	283.56399999999996,	26,	m,	1
W,	256492,	284.713,	2,	s,	2
W,	256493,	284.803,	100,	m,	1
W,	256494,	285.21,	7,	s,	2
W,	256495,	285.349,	10,	m,	1
W,	256496,	285.603,	80,	m,	1
W,	256497,	285.948,	3,	s,	2
W,	256498,	286.606,	80,	m,	1
W,	256499,	286.873,	8,	s,	2
W,	256500,	287.832,	4,	s,	2
W,	256501,	287.87199999999996,	28,	m,	1
W,	256502,	287.911,	75,	m,	1
W,	256503,	287.93899999999996,	75,	m,	1
W,	256504,	288.69,	4,	s,	2
W,	256505,	288.977,	5,	s,	2
W,	256506,	289.601,	55,	m,	1
W,	256507,	289.645,	190,	m,	1
W,	256508,	290.35,	5,	s,	2
W,	256509,	290.40700000000004,	8,	s,	2
W,	256510,	291.048,	28,	m,	1
W,	256511,	291.1,	34,	m,	1
W,	256512,	291.375,	3,	s,	2
W,	256513,	291.427,	3,	s,	2
W,	256514,	291.825,	44,	m,	1
W,	256515,	291.863,	6,	m,	2
W,	256516,	292.31,	44,	m,	1
W,	256517,	292.354,	28,	m,	1
W,	256518,	292.498,	4,	s,	2
W,	256519,	292.512,	28,	m,	1
W,	256520,	292.581,	13,	s,	2
W,	256521,	293.19,	4,	s,	2
W,	256522,	293.49899999999997,	85,	m,	1
W,	256523,	293.66700000000003,	6,	m,	2
W,	256524,	293.976,	4,	s,	2
W,	256525,	294.02,	6,	s,	2
W,	256526,	294.44,	300,	m,	1
W,	256527,	294.698,	300,	m,	1
W,	256528,	295.044,	4,	s,	2
W,	256529,	295.229,	26,	m,	2
W,	256530,	296.102,	5,	s,	2
W,	256531,	296.452,	55,	m,	1
W,	256532,	297.438,	3,	s,	2
W,	256533,	297.648,	5,	s,	2
W,	256534,	297.758,	4,	s,	2
W,	256535,	297.972,	90,	m,	1
W,	256536,	298.729,	6,	s,	2
W,	256537,	299.361,	50,	m,	1
W,	256538,	299.46999999999997,	6,	s,	1
W,	256539,	299.526,	30,	m,	1
W,	256540,	299.779,	24,	m,	1
W,	256541,	299.869,	5,	s,	2
W,	256542,	300.062,	5,	s,	2
W,	256543,	300.228,	4,	s,	2
W,	256544,	300.895,	3,	s,	2
W,	256545,	300.908,	24,	m,	1
W,	256546,	301.076,	8,	s,	2
W,	256547,	301.379,	44,	m,	1
W,	256548,	301.461,	3,	s,	2
W,	256549,	301.647,	65,	m,	1
W,	256550,	301.71500000000003,	3,	s,	2
W,	256551,	301.744,	95,	m,	1
W,	256552,	302.2,	8,	s,	2
W,	256553,	302.267,	3,	s,	2
W,	256554,	302.45,	13,	m,	2
W,	256555,	302.492,	26,	m,	1
W,	256556,	302.668,	38,	m,	1
W,	256557,	303.358,	20,	m,	1
W,	256558,	303.666,	5,	s,	2
W,	256559,	303.95799999999997,	2,	s,	2
W,	256560,	304.174,	55,	m,	1
W,	256561,	304.381,	34,	m,	1
W,	256562,	304.645,	35,	m,	1
W,	256563,	304.86,	4,	s,	2
W,	256564,	304.969,	100,	m,	1
W,	256565,	304.985,	5,	s,	2
W,	256566,	305.129,	25,	s,	2
W,	256567,	306.341,	1,	s,	2
W,	256568,	306.397,	3,	s,	2
W,	256569,	306.698,	6,	s,	2
W,	256570,	306.757,	5,	s,	2
W,	256571,	306.786,	6,	s,	2
W,	256572,	306.929,	8,	s,	2
W,	256573,	307.173,	5,	s,	2
W,	256574,	307.274,	3,	s,	2
W,	256575,	307.32800000000003,	22,	m,	1
W,	256576,	307.752,	14,	m,	2
W,	256577,	308.104,	4,	s,	2
W,	256578,	308.482,	22,	m,	1
W,	256579,	308.739,	5,	s,	2
W,	256580,	309.351,	46,	m,	1
W,	256581,	309.587,	5,	s,	2
W,	256582,	310.07399999999996,	5,	s,	2
W,	256583,	310.21999999999997,	5,	s,	2
W,	256584,	310.352,	1,	s,	2
W,	256585,	310.723,	30,	m,	1
W,	256586,	310.802,	30,	m,	1
W,	256587,	310.87800000000004,	6,	s,	2
W,	256588,	311.069,	4,	s,	2
W,	256589,	311.11199999999997,	8,	m,	1
W,	256590,	311.286,	5,	s,	2
W,	256591,	311.758,	28,	m,	1
W,	256592,	312.018,	32,	m,	1
W,	256593,	312.642,	4,	s,	2
W,	256594,	312.775,	5,	s,	2
W,	256595,	312.898,	4,	s,	2
W,	256596,	312.96799999999996,	3,	s,	2
W,	256597,	313.389,	20,	m,	1
W,	256598,	314.142,	16,	m,	1
W,	256599,	314.44899999999996,	3,	s,	2
W,	256600,	314.577,	20,	s,	2
W,	256601,	314.985,	8,	m,	2
W,	256602,	315.129,	12,	s,	2
W,	256603,	315.24699999999996,	10,	s,	2
W,	256604,	315.51,	8,	m,	1
W,	256605,	316.00300000000004,	20,	s,	2
W,	256606,	316.342,	36,	m,	1
W,	256607,	316.444,	16,	m,	1
W,	256608,	316.479,	3,	s,	2
W,	256609,	316.538,	16,	m,	1
W,	256610,	316.993,	8,	a,	1
W,	256611,	317.02,	12,	m,	1
W,	256612,	317.59499999999997,	20,	s,	2
W,	256613,	317.659,	40,	m,	1
W,	256614,	317.721,	12,	s,	2
W,	256615,	317.802,	6,	s,	2
W,	256616,	317.906,	16,	m,	1
W,	256617,	317.944,	12,	s,	2
W,	256618,	318.006,	6,	s,	2
W,	256619,	318.181,	24,	m,	1
W,	256620,	318.219,	3,	s,	2
W,	256621,	318.404,	16,	m,	1
W,	256622,	318.442,	16,	m,	1
W,	256623,	318.713,	4,	s,	2
W,	256624,	318.924,	8,	m,	2
W,	256625,	319.15700000000004,	48,	m,	1
W,	256626,	319.884,	48,	m,	1
W,	256627,	320.158,	6,	s,	2
W,	256628,	320.334,	1,	s,	2
W,	256629,	320.34299999999996,	3,	s,	2
W,	256630,	320.44,	3,	s,	2
W,	256631,	320.64099999999996,	6,	s,	2
W,	256632,	320.725,	65,	m,	1
W,	256633,	320.82800000000003,	17,	m,	1
W,	256634,	320.996,	8,	s,	2
W,	256635,	321.528,	4,	s,	2
W,	256636,	321.556,	130,	m,	1
W,	256637,	321.565,	3,	s,	2
W,	256638,	321.631,	3,	s,	2
W,	256639,	322.121,	17,	m,	1
W,	256640,	322.191,	17,	m,	1
W,	256641,	323.24899999999997,	24,	m,	1
W,	256642,	323.709,	17,	m,	1
W,	256643,	323.768,	3,	s,	2
W,	256644,	324.202,	17,	m,	1
W,	256645,	324.30100000000004,	4,	s,	2
W,	256646,	324.334,	10,	s,	2
W,	256647,	324.985,	3,	s,	2
W,	256648,	325.123,	4,	s,	1
W,	256649,	325.229,	17,	m,	1
W,	256650,	325.43600000000004,	26,	m,	1
W,	256651,	325.50100000000003,	3,	s,	2
W,	256652,	325.944,	17,	m,	1
W,	256653,	325.966,	26,	m,	1
W,	256654,	326.228,	6,	s,	2
W,	256655,	326.662,	26,	m,	1
W,	256656,	326.743,	4,	s,	2
W,	256657,	326.835,	3,	s,	2
W,	256658,	328.194,	18,	m,	1
W,	256659,	328.65700000000004,	8,	s,	2
W,	256660,	329.371,	18,	m,	1
W,	256661,	329.82800000000003,	4,	s,	2
W,	256662,	330.082,	90,	m,	1
W,	256663,	330.45500000000004,	8,	s,	2
W,	256664,	330.834,	6,	s,	2
W,	256665,	331.13800000000003,	55,	m,	1
W,	256666,	331.74,	2,	s,	2
W,	256667,	332.619,	55,	m,	1
W,	256668,	333.16700000000003,	55,	m,	1
W,	256669,	333.86199999999997,	3,	s,	2
W,	256670,	333.903,	3,	s,	2
W,	256671,	334.246,	12,	s,	2
W,	256672,	334.31,	6,	s,	2
W,	256673,	334.341,	8,	s,	2
W,	256674,	334.586,	9,	m,	1
W,	256675,	334.829,	8,	s,	2
W,	256676,	334.88800000000003,	4,	s,	2
W,	256677,	335.063,	3,	s,	2
W,	256678,	335.445,	18,	m,	1
W,	256679,	335.86,	20,	s,	2
W,	256680,	336.111,	10,	s,	2
W,	256681,	336.37199999999996,	3,	s,	2
W,	256682,	336.67199999999997,	3,	s,	2
W,	256683,	337.105,	19,	m,	1
W,	256684,	337.375,	48,	m,	1
W,	256685,	337.48699999999997,	3,	s,	2
W,	256686,	337.614,	30,	s,	2
W,	256687,	337.902,	4,	s,	2
W,	256688,	338.26,	4,	s,	2
W,	256689,	338.312,	5,	s,	2
W,	256690,	339.892,	12,	s,	2
W,	256691,	340.18899999999996,	30,	s,	2
W,	256692,	340.219,	4,	s,	2
W,	256693,	340.659,	2,	s,	2
W,	256694,	340.682,	4,	s,	2
W,	256695,	341.017,	3,	s,	2
W,	256696,	341.274,	3,	s,	2
W,	256697,	341.296,	19,	m,	1
W,	256698,	341.354,	19,	m,	1
W,	256699,	341.662,	10,	s,	2
W,	256700,	342.113,	4,	s,	2
W,	256701,	342.243,	19,	m,	1
W,	256702,	342.445,	5,	s,	2
W,	256703,	342.772,	19,	m,	1
W,	256704,	342.96,	28,	m,	1
W,	256705,	344.063,	20,	s,	2
W,	256706,	344.30100000000004,	30,	m,	1
W,	256707,	344.98699999999997,	10,	s,	2
W,	256708,	345.24899999999997,	3,	s,	2
W,	256709,	345.502,	3,	s,	2
W,	256710,	346.04200000000003,	1,	s,	2
W,	256711,	346.325,	10,	m,	1
W,	256712,	346.351,	15,	s,	2
W,	256713,	347.529,	8,	s,	2
W,	256714,	347.79499999999996,	20,	m,	1
W,	256715,	348.61199999999997,	5,	s,	2
W,	256716,	349.031,	4,	s,	2
W,	256717,	349.09299999999996,	5,	s,	2
W,	256718,	349.206,	4,	s,	2
W,	256719,	349.525,	50,	m,	1
W,	256720,	350.366,	3,	s,	2
W,	256721,	350.866,	5,	s,	2
W,	256722,	350.87399999999997,	20,	m,	1
W,	256723,	351.00300000000004,	20,	m,	1
W,	256724,	352.573,	3,	s,	2
W,	256725,	352.685,	20,	m,	1
W,	256726,	352.704,	3,	s,	2
W,	256727,	352.956,	10,	s,	2
W,	256728,	353.555,	20,	m,	1
W,	256729,	353.627,	8,	s,	2
W,	256730,	353.745,	20,	m,	1
W,	256731,	354.523,	80,	m,	1
W,	256732,	354.90500000000003,	15,	s,	2
W,	256733,	355.517,	12,	s,	2
W,	256734,	355.79200000000003,	3,	s,	2
W,	256735,	356.804,	20,	m,	1
W,	256736,	357.066,	30,	m,	1
W,	256737,	357.248,	10,	m,	2
W,	256738,	357.523,	20,	m,	1
W,	256739,	359.242,	10,	m,	2
W,	256740,	359.618,	3,	s,	2
W,	256741,	360.607,	30,	m,	1
W,	256742,	361.18600000000004,	2,	s,	2
W,	256743,	361.379,	10,	m,	2
W,	256744,	361.752,	240,	m,	1
W,	256745,	362.23400000000004,	20,	m,	1
W,	256746,	362.724,	16,	m,	1
W,	256747,	362.838,	10,	a,	1
W,	256748,	362.841,	3,	s,	2
W,	256749,	362.893,	3,	s,	2
W,	256750,	363.195,	40,	m,	2
W,	256751,	364.14099999999996,	30,	m,	2
W,	256752,	364.56,	10,	s,	2
W,	256753,	364.653,	10,	m,	2
W,	256754,	365.759,	10,	m,	2
W,	256755,	365.788,	4,	s,	2
W,	256756,	367.259,	2,	s,	2
W,	256757,	367.556,	20,	m,	1
W,	256758,	368.209,	80,	m,	1
W,	256759,	368.331,	50,	m,	1
W,	256760,	368.394,	20,	m,	1
W,	256761,	368.807,	70,	m,	1
W,	256762,	369.188,	4,	s,	2
W,	256763,	369.451,	4,	s,	2
W,	256764,	370.793,	95,	m,	1
W,	256765,	370.851,	6,	s,	2
W,	256766,	371.221,	1,	s,	2
W,	256767,	371.608,	7,	m,	2
W,	256768,	372.225,	10,	m,	1
W,	256769,	373.621,	6,	m,	2
W,	256770,	374.171,	14,	m,	1
W,	256771,	374.269,	9,	m,	1
W,	256772,	374.556,	4,	s,	2
W,	256773,	375.687,	20,	a,	1
W,	256774,	375.79200000000003,	60,	m,	1
W,	256775,	376.01300000000003,	80,	m,	1
W,	256776,	376.84499999999997,	120,	m,	1
W,	256777,	376.921,	14,	m,	1
W,	256778,	376.98699999999997,	14,	m,	1
